# Sbach EPP
000000000;4291421866;0;Tx; 
000000000;4270521449;0;Rx; 
000000000;4270521449;1;U Rx;V
000000000;4270521449;2;A1; 
000000000;4270521449;3;A2; 
000000000;4270521449;4;Q;%
000000000;4310522287;0;MUI-75; 
000000000;4310522287;1;Voltage;V
000000000;4310522287;2;Current;A
000000000;4310522287;3;Capacity;mAh
000000000;4310522287;4;Run time;s
001745149;4310522287;1;1;1;112;2;1;1;322;3;4;0;140;4;5;0;34
001745514;4270521449;1;1;2;473;2;1;0;7;3;1;0;8;4;1;0;100
001745570;4310522287;1;1;1;113;2;1;1;282;3;4;0;143;4;5;0;34
001745790;4310522287;1;1;1;113;2;1;1;259;3;4;0;145;4;5;0;34
001746030;4270521449;1;1;2;493;2;1;0;8;3;1;0;8;4;1;0;100
001746050;4310522287;1;1;1;113;2;1;1;243;3;4;0;147;4;5;0;34
001746250;4310522287;1;1;1;115;2;1;1;169;3;4;0;148;4;5;0;35
001746469;4310522287;1;1;1;116;2;1;1;142;3;4;0;149;4;5;0;35
001746550;4270521449;1;1;2;488;2;1;0;8;3;1;0;8;4;1;0;100
001746714;4310522287;1;1;1;116;2;1;1;143;3;4;0;150;4;5;0;35
001746890;4310522287;1;1;1;116;2;1;1;130;3;4;0;151;4;5;0;35
001747074;4270521449;1;1;2;492;2;1;0;8;3;1;0;8;4;1;0;100
001747110;4310522287;1;1;1;116;2;1;1;111;3;4;0;151;4;5;0;35
001747309;4310522287;1;1;1;116;2;1;1;135;3;4;0;152;4;5;0;36
001747549;4310522287;1;1;1;116;2;1;1;118;3;4;0;153;4;5;0;36
001747590;4270521449;1;1;2;490;2;1;0;8;3;1;0;8;4;1;0;100
001747750;4310522287;1;1;1;117;2;1;1;82;3;4;0;153;4;5;0;36
001747950;4310522287;1;1;1;117;2;1;1;84;3;4;0;154;4;5;0;36
001748110;4270521449;1;1;2;485;2;1;0;8;3;1;0;7;4;1;0;100
001748170;4310522287;1;1;1;117;2;1;1;85;3;4;0;154;4;5;0;37
001748389;4310522287;1;1;1;117;2;1;1;86;3;4;0;155;4;5;0;37
001748590;4310522287;1;1;1;117;2;1;1;86;3;4;0;155;4;5;0;37
001748634;4270521449;1;1;2;484;2;1;0;8;3;1;0;6;4;1;0;100
001748810;4310522287;1;1;1;117;2;1;1;86;3;4;0;156;4;5;0;37
001749010;4310522287;1;1;1;117;2;1;1;85;3;4;0;156;4;5;0;37
001749150;4270521449;1;1;2;490;2;1;0;6;3;1;0;5;4;1;0;100
001749250;4310522287;1;1;1;117;2;1;1;84;3;4;0;157;4;5;0;38
001749474;4310522287;1;1;1;117;2;1;1;83;3;4;0;157;4;5;0;38
001749670;4270521449;1;1;2;491;2;1;0;6;3;1;0;6;4;1;0;100
001749709;4310522287;1;1;1;117;2;1;1;82;3;4;0;158;4;5;0;38
001749890;4310522287;1;1;1;117;2;1;1;80;3;4;0;158;4;5;0;38
001750090;4310522287;1;1;1;117;2;1;1;80;3;4;0;159;4;5;0;38
001750193;4270521449;1;1;2;491;2;1;0;7;3;1;0;7;4;1;0;100
001750314;4310522287;1;1;1;117;2;1;1;78;3;4;0;159;4;5;0;39
001750549;4310522287;1;1;1;118;2;1;1;76;3;4;0;160;4;5;0;39
001750710;4270521449;1;1;2;491;2;1;0;8;3;1;0;7;4;1;0;100
001750730;4310522287;1;1;1;117;2;1;1;74;3;4;0;160;4;5;0;39
001750950;4310522287;1;1;1;118;2;1;1;72;3;4;0;161;4;5;0;39
001751154;4310522287;1;1;1;118;2;1;1;71;3;4;0;161;4;5;0;40
001751230;4270521449;1;1;2;490;2;1;0;8;3;1;0;8;4;1;0;100
001751389;4310522287;1;1;1;118;2;1;1;69;3;4;0;162;4;5;0;40
001751570;4310522287;1;1;1;118;2;1;1;69;3;4;0;162;4;5;0;40
001751750;4270521449;1;1;2;491;2;1;0;8;3;1;0;8;4;1;0;100
001751790;4310522287;1;1;1;118;2;1;1;68;3;4;0;163;4;5;0;40
001752030;4310522287;1;1;1;118;2;1;1;70;3;4;0;163;4;5;0;40
001752234;4310522287;1;1;1;118;2;1;1;69;3;4;0;163;4;5;0;41
001752270;4270521449;1;1;2;490;2;1;0;8;3;1;0;9;4;1;0;100
001752430;4310522287;1;1;1;118;2;1;1;70;3;4;0;164;4;5;0;41
001752750;4310522287;1;1;1;118;2;1;1;72;3;4;0;164;4;5;0;41
001752790;4270521449;1;1;2;491;2;1;0;8;3;1;0;9;4;1;0;100
001752970;4310522287;1;1;1;118;2;1;1;80;3;4;0;165;4;5;0;41
001753210;4310522287;1;1;1;118;2;1;1;86;3;4;0;165;4;5;0;42
001753310;4270521449;1;1;2;489;2;1;0;8;3;1;0;8;4;1;0;100
001753434;4310522287;1;1;1;118;2;1;1;88;3;4;0;166;4;5;0;42
001753630;4310522287;1;1;1;118;2;1;1;89;3;4;0;167;4;5;0;42
001753830;4270521449;1;1;2;492;2;1;0;8;3;1;0;9;4;1;0;100
001753850;4310522287;1;1;1;118;2;1;1;90;3;4;0;167;4;5;0;42
001754050;4310522287;1;1;1;117;2;1;1;90;3;4;0;168;4;5;0;42
001754274;4310522287;1;1;1;117;2;1;1;90;3;4;0;168;4;5;0;43
001754350;4270521449;1;1;2;493;2;1;0;9;3;1;0;9;4;1;0;100
001754470;4310522287;1;1;1;118;2;1;1;90;3;4;0;169;4;5;0;43
001754690;4310522287;1;1;1;118;2;1;1;91;3;4;0;169;4;5;0;43
001754870;4270521449;1;1;2;492;2;1;0;8;3;1;0;9;4;1;0;100
001754890;4310522287;1;1;1;117;2;1;1;91;3;4;0;170;4;5;0;43
001755113;4310522287;1;1;1;117;2;1;1;92;3;4;0;170;4;5;0;43
001755349;4310522287;1;1;1;117;2;1;1;118;3;4;0;171;4;5;0;44
001755390;4270521449;1;1;2;491;2;1;0;8;3;1;0;7;4;1;0;100
001755550;4310522287;1;1;1;117;2;1;1;115;3;4;0;172;4;5;0;44
001755750;4310522287;1;1;1;117;2;1;1;115;3;4;0;172;4;5;0;44
001755910;4270521449;1;1;2;491;2;1;0;7;3;1;0;7;4;1;0;100
001755954;4310522287;1;1;1;117;2;1;1;114;3;4;0;173;4;5;0;44
001756189;4310522287;1;1;1;117;2;1;1;103;3;4;0;174;4;5;0;45
001756390;4310522287;1;1;1;117;2;1;1;102;3;4;0;174;4;5;0;45
001756430;4270521449;1;1;2;490;2;1;0;7;3;1;0;8;4;1;0;100
001756610;4310522287;1;1;1;117;2;1;1;102;3;4;0;175;4;5;0;45
001756830;4310522287;1;1;1;117;2;1;1;100;3;4;0;176;4;5;0;45
001756950;4270521449;1;1;2;492;2;1;0;7;3;1;0;7;4;1;0;100
001757050;4310522287;1;1;1;117;2;1;1;99;3;4;0;176;4;5;0;45
001757269;4310522287;1;1;1;117;2;1;1;99;3;4;0;177;4;5;0;46
001757470;4270521449;1;1;2;492;2;1;0;7;3;1;0;7;4;1;0;100
001757470;4310522287;1;1;1;117;2;1;1;100;3;4;0;178;4;5;0;46
001757670;4310522287;1;1;1;117;2;1;1;94;3;4;0;178;4;5;0;46
001757910;4310522287;1;1;1;117;2;1;1;94;3;4;0;179;4;5;0;46
001757994;4270521449;1;1;2;492;2;1;0;7;3;1;0;7;4;1;0;100
001758109;4310522287;1;1;1;117;2;1;1;93;3;4;0;179;4;5;0;46
001758310;4310522287;1;1;1;117;2;1;1;93;3;4;0;180;4;5;0;47
001758510;4270521449;1;1;2;492;2;1;0;8;3;1;0;7;4;1;0;100
001758530;4310522287;1;1;1;117;2;1;1;95;3;4;0;180;4;5;0;47
001758750;4310522287;1;1;1;117;2;1;1;94;3;4;0;181;4;5;0;47
001758949;4310522287;1;1;1;117;2;1;1;94;3;4;0;182;4;5;0;47
001759030;4270521449;1;1;2;491;2;1;0;7;3;1;0;7;4;1;0;100
001759194;4310522287;1;1;1;117;2;1;1;95;3;4;0;182;4;5;0;48
001759370;4310522287;1;1;1;117;2;1;1;94;3;4;0;183;4;5;0;48
001759554;4270521449;1;1;2;492;2;1;0;7;3;1;0;7;4;1;0;100
001759590;4310522287;1;1;1;117;2;1;1;95;3;4;0;183;4;5;0;48
001759789;4310522287;1;1;1;118;2;1;1;95;3;4;0;184;4;5;0;48
001760034;4310522287;1;1;1;117;2;1;1;95;3;4;0;184;4;5;0;48
001760070;4270521449;1;1;2;493;2;1;0;8;3;1;0;7;4;1;0;100
001760269;4310522287;1;1;1;117;2;1;1;95;3;4;0;185;4;5;0;49
001760450;4310522287;1;1;1;117;2;1;1;94;3;4;0;186;4;5;0;49
001760590;4270521449;1;1;2;492;2;1;0;8;3;1;0;9;4;1;0;100
001760670;4310522287;1;1;1;118;2;1;1;94;3;4;0;186;4;5;0;49
001760890;4310522287;1;1;1;117;2;1;1;93;3;4;0;187;4;5;0;49
001761114;4310522287;1;1;1;117;2;1;1;94;3;4;0;187;4;5;0;49
001761114;4270521449;1;1;2;491;2;1;0;8;3;1;0;8;4;1;0;100
001761310;4310522287;1;1;1;117;2;1;1;95;3;4;0;188;4;5;0;50
001761510;4310522287;1;1;1;117;2;1;1;84;3;4;0;188;4;5;0;50
001761630;4270521449;1;1;2;490;2;1;0;8;3;1;0;8;4;1;0;100
001761730;4310522287;1;1;1;118;2;1;1;81;3;4;0;189;4;5;0;50
001761954;4310522287;1;1;1;118;2;1;1;78;3;4;0;189;4;5;0;50
001762150;4270521449;1;1;2;490;2;1;0;7;3;1;0;8;4;1;0;100
001762154;4310522287;3;4;0;190;4;5;0;51
001762194;4310522287;1;1;1;118;2;1;1;73
001762350;4310522287;1;1;1;118;2;1;1;76;3;4;0;190;4;5;0;51
001762570;4310522287;1;1;1;118;2;1;1;73;3;4;0;191;4;5;0;51
001762670;4270521449;1;1;2;491;2;1;0;7;3;1;0;6;4;1;0;100
001762794;4310522287;1;1;1;118;2;1;1;70;3;4;0;191;4;5;0;51
001762990;4310522287;1;1;1;118;2;1;1;70;3;4;0;192;4;5;0;51
001763190;4270521449;1;1;2;490;2;1;0;7;3;1;0;7;4;1;0;100
001763210;4310522287;1;1;1;118;2;1;1;70;3;4;0;192;4;5;0;52
001763410;4310522287;1;1;1;118;2;1;1;70;3;4;0;192;4;5;0;52
001763650;4310522287;1;1;1;118;2;1;1;70;3;4;0;193;4;5;0;52
001763710;4270521449;1;1;2;492;2;1;0;7;3;1;0;8;4;1;0;100
001763869;4310522287;1;1;1;118;2;1;1;70;3;4;0;193;4;5;0;52
001764109;4310522287;1;1;1;118;2;1;1;70;3;4;0;194;4;5;0;52
001764230;4270521449;1;1;2;492;2;1;0;7;3;1;0;7;4;1;0;100
001764290;4310522287;1;1;1;118;2;1;1;70;3;4;0;194;4;5;0;53
001764490;4310522287;1;1;1;118;2;1;1;70;3;4;0;195;4;5;0;53
001764710;4310522287;1;1;1;118;2;1;1;70;3;4;0;195;4;5;0;53
001764750;4270521449;1;1;2;492;2;1;0;8;3;1;0;7;4;1;0;100
001764949;4310522287;1;1;1;118;2;1;1;69;3;4;0;195;4;5;0;53
001765150;4310522287;1;1;1;118;2;1;1;69;3;4;0;196;4;5;0;54
001765270;4270521449;1;1;2;491;2;1;0;8;3;1;0;8;4;1;0;100
001765350;4310522287;1;1;1;118;2;1;1;70;3;4;0;196;4;5;0;54
001765673;4310522287;1;1;1;118;2;1;1;70;3;4;0;197;4;5;0;54
001765790;4270521449;1;1;2;490;2;1;0;8;3;1;0;9;4;1;0;100
001765909;4310522287;1;1;1;118;2;1;1;71;3;4;0;197;4;5;0;54
001766110;4310522287;1;1;1;118;2;1;1;70;3;4;0;198;4;5;0;54
001766310;4270521449;1;1;2;492;2;1;0;9;3;1;0;9;4;1;0;100
001766310;4310522287;1;1;1;118;2;1;1;70;3;4;0;198;4;5;0;55
001766530;4310522287;1;1;1;118;2;1;1;78;3;4;0;199;4;5;0;55
001766754;4310522287;1;1;1;117;2;1;1;150;3;4;0;200;4;5;0;55
001766830;4270521449;1;1;2;490;2;1;0;9;3;1;0;9;4;1;0;100
001766950;4310522287;1;1;1;117;2;1;1;144;3;4;0;200;4;5;0;55
001767190;4310522287;1;1;1;117;2;1;1;141;3;4;0;201;4;5;0;56
001767350;4270521449;1;1;2;486;2;1;0;9;3;1;0;9;4;1;0;100
001767390;4310522287;1;1;1;116;2;1;1;142;3;4;0;202;4;5;0;56
001767610;4310522287;1;1;1;116;2;1;1;147;3;4;0;203;4;5;0;56
001767829;4310522287;1;1;1;116;2;1;1;148;3;4;0;204;4;5;0;56
001767870;4270521449;1;1;2;483;2;1;0;9;3;1;0;9;4;1;0;100
001768030;4310522287;1;1;1;116;2;1;1;146;3;4;0;205;4;5;0;56
001768250;4310522287;1;1;1;116;2;1;1;141;3;4;0;206;4;5;0;57
001768390;4270521449;1;1;2;489;2;1;0;9;3;1;0;8;4;1;0;100
001768470;4310522287;1;1;1;116;2;1;1;142;3;4;0;207;4;5;0;57
001768669;4310522287;1;1;1;116;2;1;1;138;3;4;0;208;4;5;0;57
001768914;4310522287;1;1;1;116;2;1;1;136;3;4;0;208;4;5;0;57
001768919;4270521449;1;1;2;490;2;1;0;8;3;1;0;8;4;1;0;100
001769110;4310522287;1;1;1;116;2;1;1;135;3;4;0;209;4;5;0;57
001769310;4310522287;1;1;1;116;2;1;1;133;3;4;0;210;4;5;0;58
001769430;4270521449;1;1;2;492;2;1;0;9;3;1;0;9;4;1;0;100
001769530;4310522287;1;1;1;116;2;1;1;132;3;4;0;211;4;5;0;58
001769749;4310522287;1;1;1;116;2;1;1;133;3;4;0;212;4;5;0;58
001769950;4270521449;1;1;2;493;2;1;0;9;3;1;0;8;4;1;0;100
001769950;4310522287;1;1;1;116;2;1;1;135;3;4;0;212;4;5;0;58
001770190;4310522287;1;1;1;116;2;1;1;137;3;4;0;213;4;5;0;59
001770390;4310522287;1;1;1;116;2;1;1;137;3;4;0;214;4;5;0;59
001770474;4270521449;1;1;2;491;2;1;0;8;3;1;0;8;4;1;0;100
001770589;4310522287;1;1;1;116;2;1;1;138;3;4;0;215;4;5;0;59
001770834;4310522287;1;1;1;116;2;1;1;139;3;4;0;216;4;5;0;59
001770990;4270521449;1;1;2;493;2;1;0;8;3;1;0;8;4;1;0;100
001771069;4310522287;1;1;1;116;2;1;1;140;3;4;0;217;4;5;0;59
001771270;4310522287;1;1;1;116;2;1;1;141;3;4;0;218;4;5;0;256
001771470;4310522287;1;1;1;116;2;1;1;141;3;4;0;218;4;5;0;256
001771510;4270521449;1;1;2;492;2;1;0;8;3;1;0;8;4;1;0;100
001771690;4310522287;1;1;1;116;2;1;1;143;3;4;0;219;4;5;0;256
001771909;4310522287;1;1;1;116;2;1;1;142;3;4;0;220;4;5;0;256
001772034;4270521449;1;1;2;492;2;1;0;7;3;1;0;8;4;1;0;100
001772111;4310522287;1;1;1;116;2;1;1;142;3;4;0;221;4;5;0;256
001772330;4310522287;1;1;1;116;2;1;1;142;3;4;0;222;4;5;0;257
001772550;4270521449;1;1;2;492;2;1;0;7;3;1;0;6;4;1;0;100
001772550;4310522287;1;1;1;116;2;1;1;141;3;4;0;223;4;5;0;257
001772749;4310522287;1;1;1;116;2;1;1;142;3;4;0;224;4;5;0;257
001772989;4310522287;1;1;1;116;2;1;1;140;3;4;0;224;4;5;0;257
001773070;4270521449;1;1;2;492;2;1;0;7;3;1;0;6;4;1;0;100
001773190;4310522287;1;1;1;116;2;1;1;139;3;4;0;225;4;5;0;258
001773390;4310522287;1;1;1;116;2;1;1;112;3;4;0;226;4;5;0;258
001773590;4270521449;1;1;2;490;2;1;0;7;3;1;0;6;4;1;0;100
001773610;4310522287;1;1;1;117;2;1;1;109;3;4;0;227;4;5;0;258
001773829;4310522287;1;1;1;116;2;1;1;109;3;4;0;227;4;5;0;258
001774030;4310522287;1;1;1;117;2;1;1;110;3;4;0;228;4;5;0;258
001774110;4270521449;1;1;2;491;2;1;0;7;3;1;0;7;4;1;0;100
001774270;4310522287;1;1;1;117;2;1;1;107;3;4;0;229;4;5;0;259
001774490;4310522287;1;1;1;117;2;1;1;107;3;4;0;229;4;5;0;259
001774630;4270521449;1;1;2;492;2;1;0;7;3;1;0;8;4;1;0;100
001774690;4310522287;1;1;1;117;2;1;1;108;3;4;0;230;4;5;0;259
001774914;4310522287;1;1;1;117;2;1;1;107;3;4;0;231;4;5;0;259
001775149;4310522287;1;1;1;117;2;1;1;107;3;4;0;231;4;5;0;259
001775150;4270521449;1;1;2;491;2;1;0;7;3;1;0;7;4;1;0;100
001775330;4310522287;1;1;1;117;2;1;1;106;3;4;0;232;4;5;0;260
001775550;4310522287;1;1;1;117;2;1;1;106;3;4;0;233;4;5;0;260
001775670;4270521449;1;1;2;491;2;1;0;6;3;1;0;6;4;1;0;100
001775770;4310522287;1;1;1;117;2;1;1;106;3;4;0;233;4;5;0;260
001775989;4310522287;1;1;1;117;2;1;1;108;3;4;0;234;4;5;0;260
001776190;4270521449;1;1;2;490;2;1;0;7;3;1;0;7;4;1;0;100
001776190;4310522287;1;1;1;117;2;1;1;102;3;4;0;235;4;5;0;261
001776390;4310522287;1;1;1;117;2;1;1;96;3;4;0;235;4;5;0;261
001776610;4310522287;1;1;1;117;2;1;1;96;3;4;0;236;4;5;0;261
001776710;4270521449;1;1;2;491;2;1;0;7;3;1;0;7;4;1;0;100
001776834;4310522287;1;1;1;117;2;1;1;97;3;4;0;236;4;5;0;261
001777030;4310522287;1;1;1;117;2;1;1;96;3;4;0;237;4;5;0;261
001777230;4270521449;1;1;2;490;2;1;0;6;3;1;0;7;4;1;0;100
001777250;4310522287;1;1;1;117;2;1;1;97;3;4;0;238;4;5;0;262
001777470;4310522287;1;1;1;117;2;1;1;98;3;4;0;238;4;5;0;262
001777674;4310522287;1;1;1;117;2;1;1;96;3;4;0;239;4;5;0;262
001777750;4270521449;1;1;2;490;2;1;0;6;3;1;0;7;4;1;0;100
001777909;4310522287;1;1;1;117;2;1;1;97;3;4;0;239;4;5;0;262
001778110;4310522287;1;1;1;117;2;1;1;96;3;4;0;240;4;5;0;262
001778270;4270521449;1;1;2;490;2;1;0;8;3;1;0;8;4;1;0;100
001778330;4310522287;1;1;1;117;2;1;1;96;3;4;0;241;4;5;0;263
001778670;4310522287;1;1;1;117;2;1;1;96;3;4;0;241;4;5;0;263
001778790;4270521449;1;1;2;490;2;1;0;9;3;1;0;8;4;1;0;100
001778874;4310522287;1;1;1;117;2;1;1;96;3;4;0;242;4;5;0;263
001779109;4310522287;1;1;1;117;2;1;1;96;3;4;0;243;4;5;0;263
001779290;4310522287;1;1;1;117;2;1;1;97;3;4;0;243;4;5;0;264
001779310;4270521449;1;1;2;490;2;1;0;9;3;1;0;9;4;1;0;100
001779490;4310522287;1;1;1;117;2;1;1;97;3;4;0;244;4;5;0;264
001779714;4310522287;1;1;1;117;2;1;1;98;3;4;0;244;4;5;0;264
001779830;4270521449;1;1;2;490;2;1;0;9;3;1;0;9;4;1;0;100
001779950;4310522287;1;1;1;117;2;1;1;99;3;4;0;245;4;5;0;264
001780130;4310522287;1;1;1;117;2;1;1;98;3;4;0;246;4;5;0;264
001780350;4270521449;1;1;2;488;2;1;0;8;3;1;0;9;4;1;0;100
001780370;4310522287;1;1;1;117;2;1;1;96;3;4;0;246;4;5;0;265
001780554;4310522287;1;1;1;117;2;1;1;92;3;4;0;247;4;5;0;265
001780789;4310522287;1;1;1;117;2;1;1;95;3;4;0;247;4;5;0;265
001780870;4270521449;1;1;2;491;2;1;0;9;3;1;0;9;4;1;0;100
001780990;4310522287;1;1;1;117;2;1;1;95;3;4;0;248;4;5;0;265
001781190;4310522287;1;1;1;117;2;1;1;85;3;4;0;248;4;5;0;266
001781394;4270521449;1;1;2;490;2;1;0;9;3;1;0;9;4;1;0;100
001781430;4310522287;1;1;1;117;2;1;1;85;3;4;0;249;4;5;0;266
001781629;4310522287;1;1;1;117;2;1;1;85;3;4;0;250;4;5;0;266
001781869;4310522287;1;1;1;117;2;1;1;88;3;4;0;250;4;5;0;266
001781910;4270521449;1;1;2;487;2;1;0;9;3;1;0;9;4;1;0;100
001782070;4310522287;1;1;1;117;2;1;1;86;3;4;0;251;4;5;0;266
001782270;4310522287;1;1;1;117;2;1;1;81;3;4;0;251;4;5;0;267
001782430;4270521449;1;1;2;488;2;1;0;9;3;1;0;9;4;1;0;100
001782490;4310522287;1;1;1;117;2;1;1;108;3;4;0;252;4;5;0;267
001782709;4310522287;1;1;1;116;2;1;1;124;3;4;0;252;4;5;0;267
001782910;4310522287;1;1;1;117;2;1;1;93;3;4;0;253;4;5;0;267
001782954;4270521449;1;1;2;487;2;1;0;9;3;1;0;9;4;1;0;100
001783130;4310522287;1;1;1;116;2;1;1;159;3;4;0;254;4;5;0;267
001783350;4310522287;1;1;1;116;2;1;1;148;3;4;0;255;4;5;0;268
001783470;4270521449;1;1;2;491;2;1;0;9;3;1;0;9;4;1;0;100
001783549;4310522287;1;1;1;116;2;1;1;148;3;4;0;256;4;5;0;268
001783793;4310522287;1;1;1;116;2;1;1;148;3;4;0;257;4;5;0;268
001783970;4310522287;1;1;1;116;2;1;1;148;3;4;0;258;4;5;0;268
001783990;4270521449;1;1;2;489;2;1;0;9;3;1;0;9;4;1;0;100
001784190;4310522287;1;1;1;116;2;1;1;148;3;4;0;258;4;5;0;269
001784389;4310522287;1;1;1;116;2;1;1;147;3;4;0;259;4;5;0;269
001784514;4270521449;1;1;2;488;2;1;0;9;3;1;0;9;4;1;0;100
001784634;4310522287;1;1;1;116;2;1;1;141;3;4;0;260;4;5;0;269
001784869;4310522287;1;1;1;116;2;1;1;116;3;4;0;261;4;5;0;269
001785030;4270521449;1;1;2;489;2;1;0;9;3;1;0;9;4;1;0;100
001785050;4310522287;1;1;1;116;2;1;1;128;3;4;0;262;4;5;0;269
001785270;4310522287;1;1;1;116;2;1;1;127;3;4;0;263;4;5;0;270
001785469;4310522287;1;1;1;116;2;1;1;125;3;4;0;263;4;5;0;270
001785550;4270521449;1;1;2;490;2;1;0;9;3;1;0;9;4;1;0;100
001785714;4310522287;1;1;1;116;2;1;1;116;3;4;0;264;4;5;0;270
001785910;4310522287;1;1;1;116;2;1;1;117;3;4;0;265;4;5;0;270
001786070;4270521449;1;1;2;491;2;1;0;9;3;1;0;9;4;1;0;100
001786130;4310522287;1;1;1;116;2;1;1;116;3;4;0;265;4;5;0;270
001786330;4310522287;1;1;1;116;2;1;1;114;3;4;0;266;4;5;0;271
001786554;4310522287;1;1;1;116;2;1;1;115;3;4;0;267;4;5;0;271
001786590;4270521449;1;1;2;492;2;1;0;9;3;1;0;8;4;1;0;100
001786750;4310522287;1;1;1;116;2;1;1;120;3;4;0;267;4;5;0;271
001786970;4310522287;1;1;1;116;2;1;1;119;3;4;0;268;4;5;0;271
001787110;4270521449;1;1;2;492;2;1;0;9;3;1;0;8;4;1;0;100
001787170;4310522287;1;1;1;116;2;1;1;98;3;4;0;269;4;5;0;272
001787394;4310522287;1;1;1;116;2;1;1;99;3;4;0;269;4;5;0;272
001787629;4310522287;1;1;1;116;2;1;1;99;3;4;0;270;4;5;0;272
001787630;4270521449;1;1;2;492;2;1;0;7;3;1;0;8;4;1;0;100
001787810;4310522287;1;1;1;116;2;1;1;99;3;4;0;271;4;5;0;272
001788030;4310522287;1;1;1;116;2;1;1;99;3;4;0;271;4;5;0;272
001788150;4270521449;1;1;2;492;2;1;0;7;3;1;0;7;4;1;0;100
001788234;4310522287;1;1;1;116;2;1;1;99;3;4;0;272;4;5;0;273
001788470;4310522287;1;1;1;116;2;1;1;98;3;4;0;272;4;5;0;273
001788670;4270521449;1;1;2;490;2;1;0;7;3;1;0;8;4;1;0;100
001788709;4310522287;1;1;1;116;2;1;1;98;3;4;0;273;4;5;0;273
001788890;4310522287;1;1;1;116;2;1;1;97;3;4;0;274;4;5;0;273
001789110;4310522287;1;1;1;116;2;1;1;98;3;4;0;274;4;5;0;273
001789190;4270521449;1;1;2;490;2;1;0;8;3;1;0;9;4;1;0;100
001789310;4310522287;1;1;1;116;2;1;1;97;3;4;0;275;4;5;0;274
001789549;4310522287;1;1;1;116;2;1;1;98;3;4;0;275;4;5;0;274
001789710;4270521449;1;1;2;490;2;1;0;8;3;1;0;9;4;1;0;100
001789730;4310522287;1;1;1;116;2;1;1;98;3;4;0;276;4;5;0;274
001789950;4310522287;1;1;1;116;2;1;1;99;3;4;0;277;4;5;0;274
001790170;4310522287;1;1;1;116;2;1;1;99;3;4;0;277;4;5;0;275
001790230;4270521449;1;1;2;488;2;1;0;8;3;1;0;9;4;1;0;100
001790389;4310522287;1;1;1;116;2;1;1;100;3;4;0;278;4;5;0;275
001790590;4310522287;1;1;1;116;2;1;1;100;3;4;0;278;4;5;0;275
001790750;4270521449;1;1;2;489;2;1;0;8;3;1;0;9;4;1;0;100
001790810;4310522287;1;1;1;116;2;1;1;100;3;4;0;279;4;5;0;275
001791030;4310522287;1;1;1;116;2;1;1;101;3;4;0;280;4;5;0;275
001791229;4310522287;1;1;1;116;2;1;1;100;3;4;0;280;4;5;0;276
001791270;4270521449;1;1;2;490;2;1;0;8;3;1;0;9;4;1;0;100
001791550;4310522287;1;1;1;116;2;1;1;101;3;4;0;281;4;5;0;276
001791770;4310522287;1;1;1;116;2;1;1;100;3;4;0;282;4;5;0;276
001791790;4270521449;1;1;2;488;2;1;0;9;3;1;0;9;4;1;0;100
001791990;4310522287;1;1;1;116;2;1;1;101;3;4;0;282;4;5;0;276
001792210;4310522287;1;1;1;116;2;1;1;101;3;4;0;283;4;5;0;277
